Idle Energy:
kernel_processes: 10461.26399999981
system_processes: 39508.55200000075
policy: 223.59999999997328
sidecar: 2396.348000000002
uva: 608.756000000001
rabbitmq: 550.5159999999978
surf: 633.6639999999985
vu: 601.3359999999993
api-gateway: 144.46799999999908
orchestrator: 176.33600000000052
policy-enforcer: 147.23199999999997
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 10429.988000000283
system_processes: 39826.10399999851
policy: 219.02399999997579
sidecar: 2440.1960000000045
uva: 590.1560000000004
rabbitmq: 514.5279999999996
surf: 657.3840000000044
vu: 597.5600000000006
api-gateway: 160.91200000000035
orchestrator: 160.98800000000034
policy-enforcer: 194.03199999999987
sql-algorithm: 0
sql-query: 0
