Idle Energy:
kernel_processes: 10480.020000000173
system_processes: 37767.87200000114
policy: 239.0399999999727
sidecar: 2492.403999999992
uva: 567.5799999999954
rabbitmq: 522.2320000000033
surf: 651.7839999999928
vu: 608.4280000000011
api-gateway: 163.0600000000025
orchestrator: 163.32799999999767
policy-enforcer: 223.56800000000158
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 10432.492000000124
system_processes: 37429.57200000299
policy: 235.80000000000774
sidecar: 2460.144000000005
uva: 571.3320000000098
rabbitmq: 520.1479999999979
surf: 634.1279999999941
vu: 599.1600000000024
api-gateway: 160.4760000000005
orchestrator: 185.36799999999926
policy-enforcer: 211.85599999999692
sql-algorithm: 0
sql-query: 0
