Idle Energy:
kernel_processes: 10347.000000000233
system_processes: 37542.655999997456
policy: 231.01999999995965
sidecar: 2171.2199999999784
uva: 551.3200000000339
rabbitmq: 589.9359999999621
surf: 598.6920000000048
vu: 591.2600000000249
api-gateway: 148.89999999999006
orchestrator: 174.97200000000467
policy-enforcer: 230.58399999999844
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 10402.188000000158
system_processes: 37568.70800000045
policy: 230.94800000004656
sidecar: 2250.547999999994
uva: 553.2239999999973
rabbitmq: 549.0240000000176
surf: 603.5679999999826
vu: 608.2719999999553
api-gateway: 145.57199999998696
orchestrator: 182.30799999999937
policy-enforcer: 186.972000000011
sql-algorithm: 0
sql-query: 0
