Idle Energy:
kernel_processes: 10425.304000000237
system_processes: 37480.29999999966
policy: 226.160000000018
sidecar: 2401.196000000198
uva: 593.936000000049
rabbitmq: 503.11999999995953
surf: 618.9799999999502
vu: 611.3479999999889
api-gateway: 88.8400000000062
orchestrator: 144.60399999999842
policy-enforcer: 149.74400000001165
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 10338.879999999344
system_processes: 37646.26399999812
policy: 219.48799999998445
sidecar: 2322.7919999999867
uva: 562.0119999999924
rabbitmq: 506.4559999999764
surf: 602.7079999999731
vu: 597.6040000000597
api-gateway: 144.96399999999255
orchestrator: 162.68800000001286
policy-enforcer: 219.05600000000385
sql-algorithm: 0
sql-query: 0
