Idle Energy:
kernel_processes: 10513.028000001252
system_processes: 39006.576000000154
policy: 236.00000000002422
sidecar: 2513.200000000045
uva: 600.6279999999516
rabbitmq: 521.8160000000328
surf: 630.8719999999831
vu: 653.1920000000486
api-gateway: 109.67199999998648
orchestrator: 109.90399999998648
policy-enforcer: 187.15600000000342
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 10479.34399999973
system_processes: 39436.89999999816
policy: 221.1399999999851
sidecar: 2467.335999999898
uva: 624.075999999995
rabbitmq: 503.2999999999889
surf: 618.6919999999615
vu: 648.8039999999943
api-gateway: 122.98400000000699
orchestrator: 147.64400000000697
policy-enforcer: 173.02800000000292
sql-algorithm: 0
sql-query: 0
