Idle Energy:
kernel_processes: 10511.492000000124
system_processes: 38478.55999999922
policy: 231.88800000002078
sidecar: 2460.0399999999972
uva: 649.2760000000001
rabbitmq: 509.4639999999986
surf: 649.1519999999856
vu: 601.1119999999956
api-gateway: 141.4559999999966
orchestrator: 198.70399999999609
policy-enforcer: 205.34799999999964
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 10482.067999999814
system_processes: 39188.85999999999
policy: 227.76000000002423
sidecar: 2429.3559999999984
uva: 607.6680000000036
rabbitmq: 535.3080000000075
surf: 685.3080000000067
vu: 595.479999999993
api-gateway: 148.00799999999805
orchestrator: 172.7519999999999
policy-enforcer: 172.50799999999958
sql-query: 0
sql-algorithm: 0
