Idle Energy:
kernel_processes: 10502.743999999482
system_processes: 39497.30000000112
policy: 226.9399999999944
sidecar: 2572.472000000016
uva: 633.6800000000101
rabbitmq: 565.140000000006
surf: 582.0760000000079
vu: 680.3560000000102
api-gateway: 75.0000000000007
orchestrator: 99.20799999999693
policy-enforcer: 156.44400000000047
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 10430.676000000327
system_processes: 39745.98799999873
policy: 220.90800000001582
sidecar: 2523.527999999996
uva: 640.0239999999962
rabbitmq: 546.8840000000001
surf: 589.0879999999981
vu: 652.3480000000004
api-gateway: 111.85600000000187
orchestrator: 132.08399999999784
policy-enforcer: 183.83599999999853
sql-query: 0
sql-algorithm: 0
