Idle Energy:
kernel_processes: 10487.532000000083
system_processes: 38994.4280000031
policy: 221.18000000000154
sidecar: 2511.740000000002
uva: 568.7319999999976
rabbitmq: 543.6559999999972
surf: 630.1800000000007
vu: 653.2879999999993
api-gateway: 122.25999999999948
orchestrator: 181.19200000000018
policy-enforcer: 165.2680000000003
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 10377.532000000083
system_processes: 38782.42400000147
policy: 216.39199999998354
sidecar: 2413.7599999999875
uva: 573.8840000000006
rabbitmq: 513.8760000000052
surf: 591.8319999999921
vu: 602.4519999999956
api-gateway: 143.7920000000003
orchestrator: 175.45199999999872
policy-enforcer: 176.46400000000048
sql-query: 0
sql-algorithm: 0
