Idle Energy:
kernel_processes: 10467.579999999996
system_processes: 37198.603999997096
policy: 234.18000000001058
sidecar: 2063.1120000000697
uva: 609.6719999999303
rabbitmq: 582.6839999999962
surf: 623.2440000000224
vu: 606.2199999999442
api-gateway: 129.52799999999596
orchestrator: 184.53600000000247
policy-enforcer: 175.81999999999317
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 10387.927999999683
system_processes: 37248.55200000202
policy: 232.0479999999925
sidecar: 2154.631999999942
uva: 590.4079999999849
rabbitmq: 583.4760000000048
surf: 588.3440000000347
vu: 599.1640000000441
api-gateway: 118.61600000000793
orchestrator: 142.6560000000071
policy-enforcer: 164.76799999999767
sql-algorithm: 0
sql-query: 0
