Idle Energy:
kernel_processes: 10404.256000000052
system_processes: 37278.5999999995
policy: 236.9800000000056
sidecar: 2347.3080000000014
uva: 612.7200000000009
rabbitmq: 569.6119999999993
surf: 574.8000000000001
vu: 595.72
api-gateway: 148.29600000000028
orchestrator: 148.39200000000028
policy-enforcer: 217.95600000000013
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 10352.576000000077
system_processes: 37328.39599999929
policy: 232.8559999999773
sidecar: 2387.7479999999996
uva: 596.3200000000008
rabbitmq: 518.9039999999999
surf: 575.0199999999998
vu: 598.2320000000007
api-gateway: 104.44400000000017
orchestrator: 116.93999999999988
policy-enforcer: 162.21200000000042
sql-query: 0
sql-algorithm: 0
