Idle Energy:
kernel_processes: 10566.784000000178
system_processes: 38987.58400000128
policy: 234.70399999999782
sidecar: 2642.40000000001
uva: 637.9920000000045
rabbitmq: 590.4239999999979
surf: 604.1720000000072
vu: 699.3840000000002
api-gateway: 119.45600000000073
orchestrator: 183.53600000000006
policy-enforcer: 161.11599999999936
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 10514.363999999903
system_processes: 39736.559999998695
policy: 222.64399999998446
sidecar: 2574.491999999987
uva: 615.3400000000005
rabbitmq: 569.7199999999949
surf: 608.6279999999949
vu: 686.4800000000042
api-gateway: 94.23999999999921
orchestrator: 141.09999999999894
policy-enforcer: 158.0840000000039
sql-query: 0
sql-algorithm: 0
